Track name, Artist name, Album, Playlist name, Type, ISRC
Peter Gunn,The Jesters,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986398
Bitter Feelings,Larry Phillipson,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986399
Can Your Hossie Do The Dog,Del Raney's Umbrellas,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986400
Hipsville 29 BC,Sparkles,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986401
Green Fuz,The Green Fuz,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986402
Blue Moon Baby,Dave 'Diddle' Day,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986403
Get Off The Road,R. Lewis Band,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986404
Fever,The Huntsmen,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986405
Margaya,Fender Four,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986406
Sinners,Freddie & The Hitchhikers,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986407
Love Me,The Phantom,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986408
Jailhouse Rock,Dean Carter,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986409
Rock On The Moon,Jimmy Stewart,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986410
Primitive,The Groupies,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986411
I Walked All Night,The Embers,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986412
I Want Some Of That,Kai Ray,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986413
Quick Joey Small,Kasenetz-Katz Super Circus,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986414
Give Me A Woman,Andy Starr,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986415
Go Girl Go,Jett Powers,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986416
Strolling After Dark,Shades,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986417
Green Mosquito,Tune Rockers,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986418
You'll Never Change Me,Lonnie Allen,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986419
Faster Pussycat Kill Kill,Bostweeds,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986420
Bust Out,The Busters,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986421
Shombolar,Sherrif & The Ravels,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986422
Blues Blues Blues,Hayden Thompson,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986423
Rocket In My Pocket,Jimmy Lloyd,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986424
The Crusher,The Novas,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986425
Georgia Lee Brown,Jackie Lee Cochran,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986426
The Strangeness In Me,Runabouts,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986427
Storm Warning,Mac Rebennack,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986428
Beat Out My Love,Lee Dresser & the Krazy Kats,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986429
The Bird,Flames,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986430
Whiplash,The Shells,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986431
Please Give Me Something,Bill Allen & The Backbeats,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986432
Calling All Cows,The Blues Rockers,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986433
Uranium Rock,Warren Smith,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986434
Trapped Love,The Shells,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986435
Woodpecker Rock,Nat Couty,The Roots Of The Cramps,The Roots Of The Cramps,Playlist track,USA560986436
Get Up,Washed Out,Life Of Leisure,Washed Out – Life Of Leisure,Playlist track,USMEX0800096
New Theory,Washed Out,Life Of Leisure,Washed Out – Life Of Leisure,Playlist track,USMEX0800097
Hold Out,Washed Out,Life Of Leisure,Washed Out – Life Of Leisure,Playlist track,USMEX0800098
Feel It All Around,Washed Out,Life Of Leisure,Washed Out – Life Of Leisure,Playlist track,USMEX0800099
Lately,Washed Out,Life Of Leisure,Washed Out – Life Of Leisure,Playlist track,USMEX0800100
You'll See It,Washed Out,Life Of Leisure,Washed Out – Life Of Leisure,Playlist track,USMEX0800101
1-800 Ghost Dance,Hella,Acoustics,Hella – Acoustics,Playlist track,USKRS0607401
Women of the 90's,Hella,Acoustics,Hella – Acoustics,Playlist track,USKRS0607402
Cafeteria Bananas,Hella,Acoustics,Hella – Acoustics,Playlist track,USKRS0607403
Biblical Violence,Hella,Acoustics,Hella – Acoustics,Playlist track,USKRS0607404
"Welcome to the Jungle Baby, You're Gunna Live!",Hella,Acoustics,Hella – Acoustics,Playlist track,USKRS0607405
The Devil Isn't Red,Hella,Acoustics,Hella – Acoustics,Playlist track,USKRS0607406
Your DJ Children,Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400232
Magixburg,Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400233
"In the Meantime, In Between Time",Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400234
Koko B. Ware,Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400235
Electric Guitar,Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400236
Post-Ivy League Depression,Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400237
Who Ray,Hella,Total Bugs Bunny on Wild Bass,Hella – Total Bugs Bunny on Wild Bass,Playlist track,US4N80400238
Pain Directive,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186101
Heirs to the Prize,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186102
Non-Contact Visit,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186103
II,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186104
Containment,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186105
Absurdity,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186106
Hidden Task,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186107
Brutal Supremacy I,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186108
Brutal Supremacy II,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186109
Brutal Supremacy III,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186110
Plasma Separatist,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186111
Stress Test,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186112
Monolith,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186113
Reductive Living,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186114
Efficiency Expert,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186115
(Sic),Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186116
White Glove Test,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186117
Deep Brain Stimulation Device,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186118
Nothing,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186119
Industry Endings,Iron Lung,White Glove Test,Iron Lung – White Glove Test,Playlist track,US4KC1186120
Interstellar Overdrive/Ming's Theme,C Average,C Average,C Average – C Average,Playlist track,USKRS0332001
Dr. Laura,C Average,C Average,C Average – C Average,Playlist track,USKRS0332002
Dark Harbour/Green Mountain Airways/Illgagaard Forever,C Average,C Average,C Average – C Average,Playlist track,USKRS0332003
Usurper Girl,C Average,C Average,C Average – C Average,Playlist track,USKRS0332004
Forged In Birmingham,C Average,C Average,C Average – C Average,Playlist track,USKRS0332005
Genericube,C Average,C Average,C Average – C Average,Playlist track,USKRS0332006
He's Waiting,C Average,C Average,C Average – C Average,Playlist track,USKRS0332007
Orcs Vs. Elves,C Average,C Average,C Average – C Average,Playlist track,USKRS0332008
Beer Drinkers And Hellraisers,C Average,C Average,C Average – C Average,Playlist track,USKRS0332009
American Jim,C Average,C Average,C Average – C Average,Playlist track,USKRS0332010
Riddermark Rock,C Average,C Average,C Average – C Average,Playlist track,USKRS0332011
Heart of Darkness,Pere Ubu,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCEJ0599225
Times Encounter,Nigel Simpkin,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200001
Imbalance - Rehearsal 1978,Subway Sect,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200002
Heathrow,File Under Pop,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200003
Ain't You,Kleenex,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,USKRS0337306
Total Luck,The Prefects,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,US22N0520706
3E,MARS,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200004
Herpes Simplex,Rosa Yemen,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,FR6T50300120
A Touching Display,Wire,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200005
Partly Submerged,Cabaret Voltaire,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBAJH0400871
The Hard Way In,Robert Rental,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBAJH0700079
Drop,A.C. Marias,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200006
Caucasian Guilt,Noh Mercy,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200007
Sex,The Urinals,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200008
No Nonsense,X__X,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200009
Do the Method,The Method Actors,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,US22N1021201
Blonde Redhead,DNA,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200010
Dateline Miami,Judy Nylon,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200011
A New Kind of Water - Edit,This Heat,"""Fame"" Jon Savage's Secret History of Post-Punk 1978-81","""Fame"" Jon Savage's Secret History of Post-Punk 1978-81",Playlist track,GBCT11200012
Diagnosis,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192001
Condemned,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192002
Shingles,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192003
One Cure for Two Diseases,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192004
Cauterization,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192005
Paralyzed Words,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192006
Manufactured,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192007
Care for the Machine,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192008
A Grim Possiblity for Owen Moses,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192009
Life. Iron Lung. Death.,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192010
Primary Therapy Pt. 3,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192011
Rate of Respiration,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192012
Life's Worth,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192013
Cleansing Breath,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192014
Stricken,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192015
Complications,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192016
Jarvik 7,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192017
Focal Segmental Glomerular Sclerosis,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192018
Thankful,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192019
...as Technology Advances,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192020
Sound of Cold,Iron Lung,Life. Iron Lung. Death.,Iron Lung – Life. Iron Lung. Death.,Playlist track,US4KC1192021
Upper Larum,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500052
"Prelude to ""Onkel Boskopp"" (II)",Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500053
Jealousy and Goodness,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500054
...Continued,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500055
Melmoth the Wanderer,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500056
For Those Who Love Propellers,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500057
The Little Waltz,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500058
Mr. and Mrs. Alcohol,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500059
I Want You To Be Happy,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500060
A Mission That Failed,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500061
Good That We Have Guitar Players,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500062
Please Let Me Be Your Message,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500063
In Harmony With Henry the Horse,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500064
Dining Out At the Shivering Szechuan,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500065
Feeding the Hans Who Laughs,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500066
Arrival of the Midnight Queen,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500067
"Prelude to ""Onkel Boskopp"" (III)",Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500068
Hohou Speaks,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500069
Telling the Truth About K Minor,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500070
Innocense Not Permitted In This Area,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500071
Bap & the Tists,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500072
You May Leave a Cheque,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500073
"We've Deserved Some Sweets, But",Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500074
Bad Teeth In Marlboro Country,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500075
"Prelude to ""Onkel Boskopp"" (I)",Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500076
Dating At the Upper Larum,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500077
Lower Lurum,Hans Reichel,Lower Lurum,Hans Reichel – Lower Lurum,Playlist track,USHRZ9500078
SOL,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933801
UDA HAH,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933802
IRORUN,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933803
KONJO,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933804
ULDA,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933805
POLACCA,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933806
KIPEPEO,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933807
O O I A H,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933808
NIN NA YAMA,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933809
HEWA HEWA,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933810
AGACIM,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933811
OROKAI,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933812
HONKI PONKI,OOIOO,ARMONICO HEWA,OOIOO – ARMONICO HEWA,Playlist track,JPB600933813
